Sexe,age,Emploi,Telephone,statut_personnel,mois_pret_duree,historique de credit,but,Prix ( TND),personnes a charge,solde_d'epargne,duree_emploi,taux de versement ( par mois ) ,autres_debiteurs,Historique residence,propriete,logement,credits_existants,Score
Femme,57,resident non qualifie,28589309,,12,critique,education,5496,1,440,14 ans,2,rien,8 annees,inconnu/aucun,gratuitement,3,0
Homme,32,resident non qualifie,29696543,Celibataire,10,critique,voiture (neuve),2462,2,320,7 ans,3,rien,10 annees,immobilier,propre,2,0
Femme,38,employe qualifie,29178343,,24,rembourse,Electronique,3066,1,980,5 mois,4,rien,2 annees,autre,propre,1,0
Homme,45,independant de gestion,25382364,divorce,14,rembourse,voiture (neuve),17956,1,720,19 annees,1,rien,20 ans,l'epargne de la societe de construction,propre,1,1
Femme,37,employe qualifie,25797756,,12,critique,meubles,2804,1,6470,5 annees,3,rien,18 ans,autre,louer,1,0
Homme,36,independant de gestion,21452214,Celibataire,48,entierement rembourse cette banque,voiture (neuve),24338,1,0,,4,codemandeur,10 annees,inconnu/aucun,gratuitement,1,0
Homme,28,employe qualifie,25852803,Celibataire,48,rembourse,Electronique,6120,1,180,5 annees,4,rien,17 ans,immobilier,propre,2,1
Homme,32,employe qualifie,22130429,Celibataire,9,rembourse,Electronique,5394,2,860,3 annees,1,rien,7 mois,immobilier,propre,1,0
Homme,49,resident non qualifie,20575635,divorce,12,rembourse,meubles,2524,1,0,19 annees,2,rien,10 annees,l'epargne de la societe de construction,propre,1,0
Femme,32,employe qualifie,29417930,,6,rembourse,meubles,9222,1,280,0 mois,1,rien,12 ans,l'epargne de la societe de construction,propre,1,1
Homme,29,independant de gestion,20718107,Celibataire,24,rembourse,Electronique,3802,1,2130,1 ans,4,rien,13 ans,autre,louer,1,0
Homme,37,employe qualifie,24727637,divorce,24,critique,voiture (neuve),7756,1,2730,7 mois,4,rien,5 mois,autre,propre,1,0
Homme,26,employe qualifie,26133118,Celibataire,48,rembourse,voiture (occasion),9576,2,680,6 ans,4,rien,4 annees,l'epargne de la societe de construction,propre,1,0
Homme,48,employe qualifie,21269599,marie,24,retarde,Electronique,2048,1,80,2 mois,4,rien,14 ans,immobilier,propre,1,1
Homme,26,employe qualifie,20669557,marie,12,rembourse,Entreprise,2152,1,500,3 annees,2,rien,4 mois,immobilier,propre,1,0
Homme,56,employe qualifie,28656122,Celibataire,42,critique,voiture (occasion),9592,1,400,13 ans,4,rien,13 ans,inconnu/aucun,gratuitement,1,0
Homme,46,independant de gestion,21296106,divorce,48,critique,Entreprise,15258,2,0,9 annees,4,rien,9 mois,autre,propre,2,0
Femme,26,employe qualifie,29393189,,48,rembourse,meubles,19920,1,350,1 mois,1,rien,0 mois,autre,propre,1,1
Homme,45,resident non qualifie,26899752,Celibataire,10,rembourse,voiture (neuve),2574,1,0,9 annees,4,codemandeur,8 mois,l'epargne de la societe de construction,propre,1,0
Homme,32,employe qualifie,21602403,Celibataire,21,critique,meubles,5490,1,145750,5 annees,3,rien,4 mois,autre,propre,2,0
Femme,54,chomeur non resident,20951561,,6,rembourse,voiture (neuve),1344,1,30,,1,rien,15 ans,immobilier,propre,1,0
Femme,42,employe qualifie,28686804,,36,entierement rembourse,Electronique,7608,1,780,3 annees,4,rien,,autre,propre,1,1
Homme,37,resident non qualifie,26979694,Celibataire,24,critique,voiture (neuve),2688,2,0,7 ans,4,rien,7 mois,immobilier,propre,2,1
Homme,44,employe qualifie,23162283,Celibataire,48,critique,voiture (neuve),20254,1,9430,1 ans,2,rien,8 mois,inconnu/aucun,gratuitement,1,1
Homme,33,employe qualifie,23334003,divorce,6,rembourse,meubles,3086,1,27850,2 annees,4,rien,5 mois,immobilier,propre,1,0
Homme,33,resident non qualifie,22691886,marie,12,rembourse,Electronique,1454,1,2800,0 mois,4,rien,1 ans,inconnu/aucun,propre,1,1
Femme,24,employe qualifie,23814947,,8,rembourse,meubles,2474,1,830,1 ans,3,rien,6 ans,immobilier,propre,1,1
Homme,22,resident non qualifie,22938547,marie,9,rembourse,voiture (neuve),552,1,400,1 ans,4,rien,16 ans,immobilier,louer,1,0
Homme,25,resident non qualifie,25283573,marie,12,rembourse,voiture (neuve),1370,1,330,5 annees,2,rien,4 annees,autre,propre,1,1
Homme,29,resident non qualifie,22783670,Celibataire,4,rembourse,voiture (neuve),2988,2,0,3 mois,1,rien,9 mois,immobilier,propre,1,0
Homme,38,resident non qualifie,24111001,Celibataire,12,rembourse,meubles,1416,2,830,3 annees,2,garant,1 ans,l'epargne de la societe de construction,propre,1,0
Femme,48,resident non qualifie,21341228,,24,rembourse,meubles,8702,1,0,1 ans,1,rien,12 ans,l'epargne de la societe de construction,propre,1,0
Homme,32,employe qualifie,25424883,Celibataire,12,critique,education,1402,1,30,1 ans,4,rien,9 mois,autre,propre,2,0
Femme,27,resident non qualifie,29025313,,15,retarde,meubles,7286,1,500,14 ans,1,rien,24 ans,l'epargne de la societe de construction,propre,2,0
Homme,28,independant de gestion,24093638,marie,30,critique,voiture (neuve),8498,1,760,,4,rien,5 mois,autre,propre,2,1
Homme,34,independant de gestion,23747520,Celibataire,24,rembourse,voiture (occasion),5820,1,650,4 annees,2,rien,,inconnu/aucun,gratuitement,1,0
Femme,36,employe qualifie,23517260,,18,critique,voiture (neuve),2056,1,930,1 ans,4,rien,3 annees,immobilier,propre,2,0
Homme,49,employe qualifie,29551975,Celibataire,12,critique,meubles,11602,1,0,10 annees,2,rien,16 ans,l'epargne de la societe de construction,louer,1,0
Femme,34,employe qualifie,22989784,,24,rembourse,voiture (neuve),3050,2,38580,6 ans,4,rien,3 annees,autre,propre,1,0
Homme,31,employe qualifie,21767393,Celibataire,36,rembourse,Electronique,8946,1,150,11 ans,4,rien,7 mois,autre,propre,1,0
Homme,28,employe qualifie,22789519,Celibataire,6,rembourse,Electronique,2136,2,650,13 ans,4,rien,22 ans,autre,propre,1,0
Femme,24,resident non qualifie,25673560,,48,critique,voiture (occasion),23180,1,3990,2 annees,2,rien,23 annees,autre,louer,2,1
Homme,23,employe qualifie,24928390,Celibataire,24,entierement rembourse,meubles,8220,2,90,19 annees,3,rien,18 ans,inconnu/aucun,louer,2,1
Femme,24,employe qualifie,21891986,,15,rembourse,appareils electromenagers,2550,1,0,1 ans,4,rien,9 mois,autre,louer,1,1
Homme,28,employe qualifie,29538156,Celibataire,24,rembourse,meubles,8338,1,810,3 annees,4,rien,5 annees,l'epargne de la societe de construction,propre,1,0
Femme,24,employe qualifie,21417859,,24,critique,education,11486,1,930,6 mois,2,rien,9 annees,inconnu/aucun,gratuitement,2,0
Femme,26,resident non qualifie,22480156,,21,rembourse,meubles,7198,1,140,7 ans,1,rien,7 ans,autre,louer,1,0
Homme,33,independant de gestion,23437066,Celibataire,18,rembourse,Entreprise,8878,1,610,8 annees,1,codemandeur,,immobilier,propre,1,0
Homme,37,resident non qualifie,25296449,Celibataire,10,rembourse,voiture (neuve),7898,2,810,8 mois,1,garant,,l'epargne de la societe de construction,propre,1,0
Femme,43,resident non qualifie,21736304,,15,critique,Electronique,2918,1,570,1 ans,4,rien,9 mois,autre,propre,1,0
Homme,23,employe qualifie,29498392,Celibataire,13,critique,Electronique,1764,1,0,1 mois,4,garant,23 annees,immobilier,propre,2,0
Femme,23,chomeur non resident,21783816,,24,rembourse,Electronique,7516,1,7900,,1,rien,16 ans,inconnu/aucun,louer,1,0
Homme,34,resident non qualifie,29514565,Celibataire,6,retarde,Entreprise,3486,1,2650,1 ans,1,rien,2 mois,immobilier,propre,2,0
Homme,32,employe qualifie,23648430,Celibataire,9,critique,education,2272,2,61950,19 annees,4,rien,2 annees,inconnu/aucun,gratuitement,2,1
Femme,23,employe qualifie,25910096,,9,rembourse,appareils electromenagers,2472,1,230,1 mois,1,rien,11 ans,immobilier,louer,1,0
Femme,29,employe qualifie,24760779,,9,rembourse,meubles,1918,1,510,1 ans,1,rien,0 mois,autre,propre,1,1
Homme,38,independant de gestion,21630356,Celibataire,18,critique,voiture (occasion),6458,1,0,,2,rien,10 annees,inconnu/aucun,propre,1,0
Homme,28,employe qualifie,25716871,Celibataire,12,entierement rembourse,Electronique,12398,1,640,1 ans,4,rien,0 mois,l'epargne de la societe de construction,louer,2,1
Homme,46,employe qualifie,25078851,Celibataire,10,rembourse,education,1454,1,5550,10 annees,4,rien,15 ans,inconnu/aucun,gratuitement,1,0
Homme,23,resident non qualifie,24492419,Celibataire,24,rembourse,voiture (neuve),2492,1,480,7 mois,4,rien,8 mois,immobilier,propre,1,1
Homme,49,employe qualifie,24367470,Celibataire,12,critique,Electronique,4662,1,0,10 annees,1,codemandeur,22 ans,immobilier,propre,1,0
Homme,26,independant de gestion,21509524,Celibataire,36,retarde,Electronique,8926,1,300,2 annees,4,rien,0 mois,autre,propre,2,1
Homme,61,employe qualifie,27116339,Celibataire,18,rembourse,education,2478,1,0,2 annees,4,rien,20 ans,inconnu/aucun,gratuitement,1,0
Homme,37,independant de gestion,22602163,Celibataire,12,rembourse,Electronique,6798,1,0,8 annees,2,rien,2 annees,autre,propre,1,0
Femme,36,employe qualifie,24850591,,12,retarde,voiture (neuve),4494,1,880,1 ans,2,rien,6 mois,autre,propre,2,0
Homme,21,employe qualifie,27702773,marie,6,rembourse,meubles,3532,1,300,1 ans,1,rien,8 mois,l'epargne de la societe de construction,louer,1,0
Homme,25,chomeur non resident,25586947,Celibataire,18,rembourse,meubles,4946,1,970,,4,rien,,autre,propre,1,1
Homme,36,employe qualifie,26303056,Celibataire,12,rembourse,Entreprise,3084,1,340,7 ans,2,rien,15 ans,autre,propre,1,0
Homme,27,employe qualifie,22552717,Celibataire,18,critique,voiture (occasion),7700,1,0,5 annees,3,rien,,autre,propre,2,0
Femme,22,employe qualifie,29046404,,18,rembourse,meubles,7300,1,150,2 mois,1,rien,8 annees,autre,louer,1,0
Homme,36,employe qualifie,28876765,Celibataire,36,rembourse,voiture (neuve),6158,1,0,2 annees,4,rien,24 ans,immobilier,propre,1,0
Homme,33,employe qualifie,22700474,Celibataire,18,critique,Electronique,12140,1,430,7 ans,3,rien,15 ans,autre,propre,2,0
Femme,23,employe qualifie,24958274,,10,critique,meubles,4292,1,260,4 mois,1,rien,1 ans,immobilier,louer,2,0
Homme,63,independant de gestion,28078817,Celibataire,60,critique,voiture (neuve),27512,1,0,14 ans,2,rien,5 annees,inconnu/aucun,gratuitement,1,0
Femme,60,independant de gestion,28394465,,60,entierement rembourse cette banque,autres,29564,1,3220,16 ans,3,rien,6 ans,inconnu/aucun,gratuitement,2,1
Femme,37,employe qualifie,20740355,,48,entierement rembourse cette banque,Entreprise,15370,1,230,5 annees,2,garant,20 ans,autre,louer,1,1
Homme,34,employe qualifie,21651712,marie,18,retarde,Electronique,4640,1,840,,2,rien,2 annees,immobilier,propre,2,0
Homme,36,employe qualifie,29686202,Celibataire,7,retarde,Electronique,1692,1,0,13 ans,3,rien,15 ans,inconnu/aucun,gratuitement,1,0
Femme,52,resident non qualifie,22103186,,6,critique,voiture (neuve),724,1,2240,2 annees,4,rien,11 ans,autre,propre,2,0
Homme,39,employe qualifie,24505335,Celibataire,20,rembourse,meubles,4424,1,0,4 annees,4,rien,12 ans,autre,propre,1,0
Femme,38,independant de gestion,24304571,,18,rembourse,voiture (occasion),25952,1,290,,3,rien,20 ans,inconnu/aucun,gratuitement,1,1
Homme,26,resident non qualifie,22201429,Celibataire,30,retarde,Entreprise,8544,1,1700,1 ans,2,rien,11 mois,l'epargne de la societe de construction,propre,2,0
Femme,25,employe qualifie,26538412,,18,critique,Electronique,4476,1,40,2 annees,2,rien,,autre,propre,2,0
Femme,21,employe qualifie,24549188,,18,rembourse,Electronique,2252,1,0,6 mois,4,rien,8 mois,immobilier,louer,1,0
Homme,40,independant de gestion,29513157,Celibataire,18,critique,meubles,14748,1,890,,4,rien,10 annees,l'epargne de la societe de construction,propre,2,0
Homme,27,employe qualifie,20872207,Celibataire,15,critique,Entreprise,4652,1,9270,2 annees,2,rien,9 annees,autre,propre,1,0
Femme,27,employe qualifie,28319200,,9,rembourse,Entreprise,2898,1,690,5 annees,3,rien,8 mois,autre,propre,2,0
Homme,30,independant de gestion,24894668,marie,18,rembourse,voiture (neuve),3640,1,420,1 ans,2,rien,8 mois,l'epargne de la societe de construction,propre,1,0
Femme,19,resident non qualifie,25177887,,12,rembourse,meubles,1966,1,96970,6 mois,1,rien,7 ans,immobilier,louer,1,0
Homme,39,independant de gestion,22920600,Celibataire,36,rembourse,voiture (neuve),6498,2,710,6 ans,2,rien,13 ans,inconnu/aucun,gratuitement,1,0
Femme,31,employe qualifie,21043715,,6,critique,Electronique,3914,1,570,4 annees,1,rien,22 ans,autre,propre,1,0
Homme,31,independant de gestion,29135174,Celibataire,9,critique,meubles,4812,1,640,,2,rien,4 annees,autre,propre,1,0
Homme,32,employe qualifie,26002746,Celibataire,39,retarde,education,23520,1,1480,7 ans,2,rien,4 annees,inconnu/aucun,louer,1,0
Homme,46,employe qualifie,26431327,marie,36,critique,meubles,4696,1,480,2 annees,3,rien,1 mois,l'epargne de la societe de construction,propre,2,0
Femme,43,resident non qualifie,25119037,,24,critique,Electronique,3032,1,101970,1 ans,4,rien,,immobilier,propre,2,0
Homme,39,employe qualifie,22798605,marie,18,rembourse,Electronique,2946,1,210,0 mois,3,rien,21 ans,immobilier,propre,1,0
Homme,28,employe qualifie,20802780,marie,18,critique,Entreprise,3774,1,0,2 annees,4,rien,12 ans,immobilier,propre,2,0
Homme,27,employe qualifie,23227772,Celibataire,24,retarde,Entreprise,17296,1,720,9 mois,2,rien,2 mois,autre,propre,2,1
Homme,43,employe qualifie,26363833,Celibataire,18,retarde,voiture (neuve),5798,2,0,17 ans,4,rien,19 annees,autre,propre,1,0
Homme,26,independant de gestion,23179698,divorce,24,rembourse,Electronique,6470,1,9120,14 ans,3,rien,4 mois,autre,propre,1,0
Homme,28,employe qualifie,27526525,marie,12,critique,voiture (neuve),1878,1,8110,7 ans,4,rien,1 mois,immobilier,propre,3,1
Femme,20,employe qualifie,24097163,,24,rembourse,Electronique,3934,1,850,16 ans,4,rien,14 ans,autre,propre,1,0
Homme,42,independant de gestion,22208017,Celibataire,12,critique,Entreprise,4584,1,420,,4,rien,9 mois,autre,propre,2,1
Femme,35,employe qualifie,24111290,,24,rembourse,voiture (neuve),2762,1,0,2 annees,4,rien,2 mois,l'epargne de la societe de construction,propre,1,1
Homme,35,employe qualifie,26296681,Celibataire,36,critique,voiture (occasion),11684,2,450,14 ans,2,rien,7 mois,l'epargne de la societe de construction,propre,2,0
Homme,33,resident non qualifie,25232730,Celibataire,12,rembourse,voiture (neuve),5158,2,100,8 mois,4,rien,,immobilier,propre,1,1
Femme,23,employe qualifie,29173384,,18,retarde,education,16942,1,0,1 ans,1,rien,1 mois,autre,louer,2,0
Femme,31,independant de gestion,25971043,,21,rembourse,voiture (neuve),5564,1,9140,4 annees,1,rien,2 mois,autre,propre,1,0
Femme,33,employe qualifie,28117938,,18,rembourse,voiture (neuve),2084,1,0,3 annees,4,rien,5 mois,l'epargne de la societe de construction,propre,1,1
Homme,30,employe qualifie,24717817,Celibataire,12,rembourse,voiture (occasion),4056,1,0,1 ans,4,rien,4 mois,autre,propre,1,0
Homme,47,resident non qualifie,27472231,Celibataire,12,critique,voiture (neuve),1916,2,30,7 ans,2,rien,2 annees,immobilier,propre,2,0
Homme,34,independant de gestion,28352793,Celibataire,21,retarde,meubles,3182,1,2320,4 annees,4,rien,1 ans,immobilier,propre,2,0
Homme,21,employe qualifie,25790596,marie,18,rembourse,voiture (occasion),5558,1,550,2 annees,1,rien,1 ans,autre,louer,1,0
Homme,46,employe qualifie,22460246,Celibataire,18,critique,Electronique,2298,1,12160,1 ans,4,rien,2 annees,immobilier,propre,2,0
Femme,55,chomeur non resident,28879790,,18,critique,reparations,2380,2,700,,2,rien,13 ans,inconnu/aucun,gratuitement,3,1
Homme,74,resident non qualifie,23617566,Celibataire,5,rembourse,Entreprise,6896,1,30,7 ans,1,rien,14 ans,immobilier,propre,1,0
Homme,29,independant de gestion,22392636,Celibataire,24,rembourse,autres,22656,1,220,2 annees,2,codemandeur,2 annees,autre,propre,2,1
Homme,36,independant de gestion,25701928,Celibataire,6,critique,meubles,3744,1,340,,4,rien,13 ans,inconnu/aucun,gratuitement,3,0
Homme,33,employe qualifie,28619666,divorce,24,critique,reparations,4116,1,710,3 annees,4,rien,7 mois,immobilier,propre,2,0
Homme,25,employe qualifie,27476255,Celibataire,9,rembourse,meubles,4272,1,710,2 annees,3,rien,0 mois,immobilier,propre,1,0
Homme,25,employe qualifie,29460331,marie,12,rembourse,Electronique,2968,1,0,1 ans,2,rien,,immobilier,propre,1,1
Homme,23,resident non qualifie,21242052,marie,6,rembourse,reparations,1320,1,5610,5 annees,2,rien,8 annees,immobilier,louer,1,0
Femme,37,employe qualifie,27369829,,24,critique,voiture (neuve),2574,1,183180,12 ans,4,rien,5 annees,immobilier,propre,2,0
Homme,65,chomeur non resident,24260727,Celibataire,42,critique,reparations,6788,1,610,,4,codemandeur,20 ans,autre,propre,2,0
Femme,26,chomeur non resident,25929705,,12,entierement rembourse cette banque,Entreprise,1218,1,740,3 mois,4,rien,,immobilier,propre,1,1
Homme,39,independant de gestion,25654861,Celibataire,12,rembourse,voiture (neuve),3768,1,890,9 annees,4,rien,18 ans,autre,propre,1,0
Homme,29,employe qualifie,22699864,Celibataire,20,retarde,autres,5258,1,400,2 annees,2,rien,2 annees,autre,propre,2,0
Homme,41,resident non qualifie,21685415,Celibataire,12,rembourse,education,1438,2,320,13 ans,4,rien,10 annees,autre,propre,1,1
Femme,41,resident non qualifie,28099560,,9,critique,education,2488,1,0,12 ans,4,rien,16 ans,l'epargne de la societe de construction,louer,2,0
Femme,34,employe qualifie,25233460,,36,rembourse,voiture (neuve),3684,1,30,8 mois,4,rien,24 ans,autre,propre,1,1
Homme,35,employe qualifie,28366697,Celibataire,7,rembourse,Electronique,5152,1,180,3 annees,2,garant,1 mois,immobilier,propre,1,0
Femme,55,independant de gestion,25953332,,12,rembourse,meubles,2848,1,0,13 ans,3,rien,12 ans,immobilier,propre,1,0
Homme,61,employe qualifie,29393732,marie,15,retarde,reparations,3024,1,15250,1 ans,3,rien,1 ans,l'epargne de la societe de construction,propre,2,1
Homme,30,independant de gestion,27245145,Celibataire,36,critique,voiture (occasion),22108,1,0,3 annees,4,rien,3 mois,autre,propre,1,0
Homme,34,employe qualifie,21763270,Celibataire,12,entierement rembourse,meubles,5518,1,830,12 ans,2,rien,15 ans,l'epargne de la societe de construction,propre,2,0
Homme,31,employe qualifie,20608108,Celibataire,24,rembourse,voiture (neuve),9634,1,870,7 ans,2,codemandeur,2 annees,l'epargne de la societe de construction,propre,1,1
Femme,29,independant de gestion,24212096,,24,rembourse,voiture (occasion),5358,1,350,8 mois,4,rien,,inconnu/aucun,propre,1,0
Homme,36,employe qualifie,22798843,Celibataire,11,critique,voiture (neuve),7810,2,960,1 ans,2,rien,11 mois,immobilier,louer,2,0
Homme,32,employe qualifie,27901036,Celibataire,18,rembourse,Electronique,9188,1,680,4 mois,3,rien,0 mois,autre,propre,1,0
Homme,37,employe qualifie,28382294,Celibataire,36,rembourse,meubles,7240,2,620,3 annees,1,garant,9 mois,l'epargne de la societe de construction,propre,1,0
Homme,38,employe qualifie,25780096,Celibataire,12,rembourse,reconversion,1508,1,0,13 ans,4,rien,19 annees,l'epargne de la societe de construction,propre,2,0
Homme,34,employe qualifie,23510236,Celibataire,18,rembourse,Entreprise,3900,1,530,4 annees,4,rien,,autre,propre,2,0
Homme,63,employe qualifie,24292360,Celibataire,24,rembourse,voiture (occasion),5848,2,370,3 annees,3,garant,6 ans,inconnu/aucun,propre,1,0
Femme,29,resident non qualifie,27552773,,24,retarde,Electronique,3318,1,880,11 mois,4,rien,10 mois,autre,louer,1,1
Homme,32,employe qualifie,29143825,Celibataire,48,retarde,Electronique,14476,2,0,12 ans,3,rien,1 ans,autre,propre,2,0
